id,date,name,gender,age,person_characteristics,industry_driver,perpetrator_type,continent,country,country_numeric,local_region,number_of_victims
recvzLuBMxKktUqlY,2013-10-25,Reginaldo Alves Pereira,Male,48,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recv7vDPqFT6YJF1i,2014-07-24,Pablo García Llano,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,,1
recvbKxmYA4eMdQMy,2014-11-11,Juan Ángel López Miralda ,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,,1
recvdkWJVrLRcTkBZ,2017-08-06,Valdir Pereira Silva,Male,28,Afrodescendant,Sector could not be confirmed*,Organised crime / mafias,Americas,Brazil,076,Bahia,1
recvfxEfkjipbwlKQ,2018-05-10,José Can Xol,Male,37,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Guatemala,320,Alta Verapaz,1
recvEurKE7KFTVDnI,2012-12-01,Vidal Vega,Male,48,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Paraguay,600,,1
recvW6l1EihHab5HC,2013-04-14,Índios Yanomami,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recwrLdk68q2VSXqB,2014-06-07,Carvalino Kaiowá,Male,61,Indigenous peoples,Sector could not be confirmed*,Private security guards,Americas,Brazil,076,,1
recwhIFhD1o5B8Xv8,2016-08-05,Luiz Jorge Araújo,Male,56,Small-scale farmer,Sector could not be confirmed*,Landowners,Americas,Brazil,076,Tocantins,1
recwDyjAPR1PHYzVW,2014-07-10,Maria José Amorim Silva Lima,Female,49,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recwIPpVuEvGTt4Vf,2015-10-17,João Pereira Sobrinho,Male,52,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Rondônia,1
recwP9A0PtYegYyUw,2012-12-01,Miller Angulo,Male,33,Afrodescendant,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,,1
recxrlGVkuDMLCnIL,2018-06-08,Dominador Lucas,Male,54,State official,Sector could not be confirmed*,Unspecified,Asia,Philippines,608,Calabarzon,1
recxsVmTogKiIXLNd,2017-03-27,Arman Almonicar,Male,,Other,Sector could not be confirmed*,Armed forces,Asia,Philippines,608,Mindanao,1
recxAHG3WFXI5BCFQ,2015-06-30,Zilquenia Machado Queiroz,Female,,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Maranhão,1
recxEvekvBLoqFxPI,2017-10-08,Efigenia Vasquez Astudillo,Female,37,Indigenous peoples,Sector could not be confirmed*,Police,Americas,Colombia,170,Cauca,1
recyrVe09VMejZ5xU,2016-02-21,Santos Filander Matute,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,Yoro,1
recyaXNHprhSz0IIz,2014-09-12,Miguel Becheche Zarco,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,,1
recylpAYB7yHDsEVr,2014-08-13,Maria Lúcia do Nascimento,Female,48,Other,Sector could not be confirmed*,Landowners,Americas,Brazil,076,,1
recynXBKyRMl42VR8,2017-01-26,Yoryanis Isabel Bernal Varela,Female,43,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Cesar,1
recypnxuvb1KBnRQK,2015-07-15,Delson Mota,Male,,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Rondônia,1
recyIop5586Gkkz7F,2013-03-08,Carlos Antonio Hernández Mendoza,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Guatemala,320,,1
reczvtban1BcGNfzf,2014-06-17,José Arlex Avendaño Arango,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,,1
reczvBhoEPYtK0mLw,2017-09-08,Tito José González Bendles,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,North Caribbean Coast Autonomous Region,1
reczj5MC0JpP7iux2,2016-11-27,Feliciano Benlis Flores,Male,37,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Caribe Norte,1
reczkfjpNnsuoMbDA,2015-06-11,Gerardo Conrado Chong,Male,45,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Nicaragua,558,Región Autónoma del Caribe Norte,1
reczTiQaUpPJJCUZd,2013-05-09,Paulo César Cordoval Ferreira,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
reczWPSK5XliL9cir,2013-04-17,Ceferino Domicó Majoré,Male,54,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,,1
reczWS3Y2IC6dz5tw,2013-11-30,Antônio Maciel,Male,,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recA2Xz6naQpPKlyi,2017-07-07,Rosenilton de Almeida,Male,44,Afrodescendant,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Pará,1
recAGY83ZXpAvpZ3m,2017-02-15,Elivelton Castelo Nascimento,Male,22,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Rondônia,1
recAKhbGb526ze70t,2013-02-14,José Ribeiro dos Santos,Male,74,,Sector could not be confirmed*,Landowners,Americas,Brazil,076,,1
recASnhwXSDqBEf5O,2014-11-01,Marinalva Manoel,Female,27,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recBmjmc7QyPm7vxr,2014-03-14,Lenín Adolfo Castañeda,Male,33,Relatives of persons targeted for repression,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recB0PGttMTZlfN1c,2016-05-09,Geraldo de Campos Bandeira,Male,40,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Rondônia,1
recCtaeVxtZwv5vzE,2016-10-13,Luís Alberto Araújo,Male,54,State official,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Pará,1
recCHLND3KTYco4i6,2012-07-07,Jacobo López Erazo,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recD318RFBEwJ1QdN,2017-07-13,Raimundo Mota de Souza Junior,Male,38,Afrodescendant,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Bahia,1
recErZd63feLeUhuP,2014-03-01,Juan Alberto Causado Priolo,Male,55,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,,1
recEy3TmeRThJgYiU,2013-11-08,Ademilson Vieira dos Santos,Male,36,Indigenous peoples,Sector could not be confirmed*,Landowners,Americas,Brazil,076,,1
recEzNbdlS3TPqfM0,2014-01-17,Gonçalo Araújo,Male,57,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recEhFNzhPYYTmzwK,2015-05-03,Gilmar Alves da Silva,Male,40,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Bahia,1
recEDPrsgF9cz8hUJ,2016-02-28,Maricela Tombé,Female,33,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Cauca,1
recEEjcqloSjtSYyF,2015-05-09,David Gaspar Peña Santander,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Magdalena,1
recEG96JbuJh5KEnQ,2017-07-06,Ademir de Souza Pereira,Male,44,Afrodescendant,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Rondônia,1
recELvkTxncYHpzxn,2016-05-23,Adangu Gomango,Male,55,Indigenous peoples,Sector could not be confirmed*,Landowners,Asia,India,356,Odisha,1
recENC4s5ecWUgjXr,2017-04-05,Francisco Jiménez Alejandre,Male,70,Indigenous peoples,Sector could not be confirmed*,Police,Americas,Mexico,484,Michoacán,1
recESvAWb1tWrLiDP,2016-12-17,Den Silwa,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Caribe Norte,1
recFkq92Ajl1xZPJC,2017-08-06,Marcos Pereira Silva,Male,31,Afrodescendant,Sector could not be confirmed*,Organised crime / mafias,Americas,Brazil,076,Bahia,1
recFCkvIMSx0T8ZZx,2013-06-20,Clayton Luis dos Anjos Medeiros,Male,41,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recF0Pe1mG8rmPo8u,2012-08-09,Carlos apellido desconocido,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recG26scaqo9v3Bc7,2012-12-15,Sombath Somphone,Male,61,Other,Sector could not be confirmed*,Police,Asia,Laos,418,,1
recG39wSXcu064E7z,2016-03-15,Nelson Noé García Laínez,Male,38,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,Cortés,1
recGfQOe3XDeSU8UP,2015-09-12,José Álvarez Blandón,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Waspam,1
recGlvJFBxUoLqBqy,2016-03-31,Zé Sapo,Male,,Afrodescendant,Sector could not be confirmed*,Private security guards,Americas,Brazil,076,Maranhão,1
recGpIJLiUnCjarZ6,2014-02-28,Romulo Dela Cruz,Male,42,Small-scale farmer,Sector could not be confirmed*,Unspecified,Asia,Philippines,608,,1
recGMUHVD2lzczXod,2015-11-13,Daniel Abril Fuentes,Male,38,Small-scale farmer,Sector could not be confirmed*,Armed forces,Americas,Colombia,170,Casanare,1
recHxbFhIRKdXk6Uf,2016-05-22,Cleidiane Alves Teodoro,Female,14,Children,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Rondônia,1
recH68ZXWC6UBZx71,2012-04-12,Edvaldo Bispo de Santana,Male,,Other,Sector could not be confirmed*,Landowners,Americas,Brazil,076,,1
recHlSTHNyOosXZc3,2012-03-31,Dinhana Nink,Female,28,Other,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,,1
recHV8t1zqumtIGCE,2017-08-06,Gildásio Bispo das Neves,Male,51,Afrodescendant,Sector could not be confirmed*,Organised crime / mafias,Americas,Brazil,076,Bahia,1
recH0WjZbd4MHkq0c,2012-03-01,Ercias Martins de Paula,Male,,Other,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,,1
recIvDEP4Q76980QX,2014-06-04,Sai San Tun,Male,47,Other,Sector could not be confirmed*,Hitmen,Asia,Myanmar,104,,1
recIAkitPe2Jc8V9D,2017-05-20,Agustín Vázquez Torres,Male,42,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Mexico,484,Jalisco,1
recIbCuzp9b9KClRu,2015-02-17,Leidiane Souza Soares,Female,30,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Pará,1
recIppOY1WjGCZYvx,2012-12-31,José Carlos Alves de Almeida,Male,,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recIUCEY7tVw003Yv,2015-09-03,Benito Francisco Ramos,Male,59,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Waspán,1
recJx2FI6lY3rU3z6,2013-07-19,Antônio Ferreira Caetano,Male,44,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recJ7ELkOsz9IBxcr,2013-02-02,William Alvarado,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recJ9LgnFvLFaHgcF,2015-09-03,Rosmeldo Solórzano,Male,39,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Waspán,1
recJmCeBlnVNGpvAP,2012-09-09,Héctor Navarra,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recJongJ281NWaqN0,2015-02-17,Samylla Letícia Souza Muniz,Female,12,Children,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Pará,1
recJBNPJDE5ZeRj1H,2012-05-05,José Antonio López,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recJHblLkyDAVcbrM,2015-10-17,José Bezerra do Santos,Male,64,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Rondônia,1
recKAHWJulOtNDRm1,2013-06-12,Celso Rodrigues,Male,42,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recKmOl8E5cuHtkK2,2016-12-17,Rey Müller,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Caribe Norte,1
recKm9fFdKaZwvXBR,2015-02-06,Gerardo Velasco Escue,Male,36,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Cauca,1
recKFim6GrsTZm2fU,2013-04-16,Josimar Lima Silva,Male,39,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recKVz0L7kRb7oboM,2018-01-24,Márcio Matos,Male,33,Other,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Bahia,1
recL5CV1Pz7H5HzYb,2012-12-23,Mamede Gomes de Oliveira,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recL81Bsd4fBRCz5K,2016-02-04,Marcus Vinicius de Oliveira,Male,,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Bahia,1
recLHKzs32HksfqDj,2013-02-20,Gilmar dos Santos de Jesus,Male,,Other,Sector could not be confirmed*,Landowners,Americas,Brazil,076,,1
recLMkO1oiO14s3T2,2016-09-29,Michael McCoy,Male,64,Other,Sector could not be confirmed*,Unspecified,Europe,Ireland,372,Dublin,1
recM783vIjtTkuG2p,2013-04-14,Índios Yanomami,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recMlHQnBEipoinge,2017-04-05,Santiago Crisanto Luna,Male,39,Indigenous peoples,Sector could not be confirmed*,Police,Americas,Mexico,484,Michoacán,1
recMJLVqV9HJ8KLG4,2013-10-19,Rocío Mesino Mesino,Female,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Mexico,484,,1
recMOx6SEIJk0ggnQ,2015-02-17,Wesley Washington Sousa Barros,Male,14,Children,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Pará,1
recMWrZVpWPgj4511,2015-10-29,Germán Martínez Fenly,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Waspam,1
recNf9uvEvl6sFXTB,2012-03-23,Clestina Leonor Sales Nunes,Female,48,Other,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,,1
recNhsmS1iMtV1WRg,2012-08-09,Marvin Daneri Trochez,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recNLYPWOLJ3KDVhA,2017-05-09,Daniel Felipe Castro Basto,Male,17,Indigenous peoples,Sector could not be confirmed*,Police,Americas,Colombia,170,Cauca,1
recNXHR5uIQNXxxZo,2013-04-14,Criança Indígena Yanomami,Unknown,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recOAjzN46GbGp7OH,2013-04-23,Pablito Egildo,Male,61,,Sector could not be confirmed*,Hitmen,Asia,Philippines,608,,1
recOATrFnYxKBX7PO,2016-01-22,Edmilson Alves da Silva,Male,35,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Alagoas,1
recOf5CaV0CKL4WTf,2017-05-04,Etevaldo Soares Costa,Male,,Small-scale farmer,Sector could not be confirmed*,Landowners,Americas,Brazil,076,Pará,1
recOGkQLorm0vViPt,2013-09-03,"Dilson, ""Cipó""",Male,35,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recOHH39S0ZCpSVf7,2012-01-12,"Wisut ""Ae"" Tangwittayaporn",Male,44,Journalist,Sector could not be confirmed*,Hitmen,Asia,Thailand,764,,1
recOH0A4y3KHVGLiJ,2012-03-23,Valdir Dias Ferreira,Male,40,Other,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,,1
recOTmAIpnzYp5jR0,2017-05-22,Rodrigo Guadalupe Huet Gómez,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Mexico,484,Chiapas,1
recOXG2GNQA0KQr0k,2017-10-14,João Ferreira dos Santos,Male,56,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Bahia,1
recOYNYbNqtlUjX4H,2013-01-11,Luis Antonio Ramos Reyes,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recPk0rNcQipPD2vf,2012-11-25,Adelmo Leiva,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recPFqRhT5nBbcojG,2013-02-16,Santos Jacobo Cartagena,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recPT3Y4C3X6mHP1o,2012-11-03,José Omar Rivera Paz,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recPXH4iIOWyTxugp,2017-05-13,Mario Andrés Calle Correa,Male,40,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,Valle del Cauca,1
recQ61CNEMidd9zqY,2012-08-15,Célio Tigre,Male,47,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recQdvokBoSdUookV,2012-07-29,Evaristo López,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recQnsQ5aY4Mpnm80,2012-06-15,Ricardo Frutos,Male,,Small-scale farmer,Sector could not be confirmed*,Police,Americas,Paraguay,600,,1
recQEUzBuYMAVimcK,2015-01-12,Julián González Domínguez,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Mexico,484,Oaxaca,1
recRsFaCy93gEXC3N,2012-09-24,Claudino Pacheco Barreto,Male,58,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recR8hKaCgua2CCg9,2015-04-05,Wallis del Carmen Barriosnuevo Posso,Female,36,Other,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,Bolívar,1
recRdB8UvupOR2xtI,2014-07-24,Reinel de Jesús Cano,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,,1
recRoe3Ry10JH31zI,2016-12-17,Geraldo Lucas,Male,65,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Roraima,1
recRqwUOf4EyNR5dN,2015-05-25,Endric Calago,Male,47,Small-scale farmer,Sector could not be confirmed*,Armed forces,Asia,Philippines,608,Negros Oriental,1
recREBLgzz3TwByAK,2015-06-30,Cloves de Souza Palma,Male,,Other,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Rondônia,1
recRZO84bxOMG7pQ0,2013-12-02,Jorge Eliécer Calderón Chiquillo,Male,,Small-scale farmer,Sector could not be confirmed*,Armed forces,Americas,Colombia,170,,1
recSdw4n0UKilxOxU,2015-09-10,Bermúdez Wilson Benath,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Waspam,1
recSmb3v4MrZjPaAI,2017-08-12,Andrés Jiménez Pablo,Male,,Small-scale farmer,Sector could not be confirmed*,Landowners,Americas,Mexico,484,Chiapas,1
recSKV5PGSRCCqHCC,2012-12-10,Lila Coyipé,Female,11,Indigenous peoples,Sector could not be confirmed*,Police,Americas,Argentina,032,,1
recSMFsOz37isxsmE,2013-04-14,Índia Yanomami,Female,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recSRW4pG5Rcr3qcr,2012-09-12,Ivis Ortega,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
rec3Afaxn0iaG2DqW,2014-08-26,Margarita Murillo,Female,56,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,,1
rec3oj9rfoLYLZ2U0,2014-05-01,Krissada Jirapun,Male,,Lawyer,Sector could not be confirmed*,Unspecified,Asia,Thailand,764,,1
rec3HkWPqwxEjXrZH,2017-04-05,Luis Gustavo Hernández Cohenete,Male,15,Indigenous peoples,Sector could not be confirmed*,Police,Americas,Mexico,484,Michoacán,1
rec3UcZhXqvnHfcHu,2016-01-26,Henry Pérez,Male,47,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,Norte de Santander,1
rec42XhYLvRRpcpX0,2017-04-05,José Carlos Jiménez Crisóstomo,Male,28,Indigenous peoples,Sector could not be confirmed*,Police,Americas,Mexico,484,Michoacán,1
rec437N17cV1ui2Nt,2015-04-05,Allah Baksh,Male,,Small-scale farmer,Sector could not be confirmed*,Landowners,Asia,Pakistan,586,Bahawalpur,1
rec47rD7AZ5bG3WDs,2016-03-16,Walter Manfredo Méndez Barrios,Male,36,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Guatemala,320,Petén,1
rec4HIbm6CQEN7sss,2012-08-04,Volodymyr Honcharenko,Male,,Other,Sector could not be confirmed*,Unspecified,Europe,Ukraine,804,,1
rec4Od82fUuSBdaSM,2015-11-07,Manliro Landahay,Male,,Indigenous peoples,Sector could not be confirmed*,Private military actors,Asia,Philippines,608,Davao del Norte,1
rec55K1lx1vRRvEW1,2015-02-06,Emiliano Silva Oteca,Male,38,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Cauca,1
rec5CU1tTanVDBPav,2016-02-01,Francisca das Chagas Silva,Female,34,Afrodescendant,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Maranhão,1
rec5QXrMYMCs4e16k,2012-07-15,Francisnilson João Constante de Souza,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
rec6jkHKpx6AQiI1X,2013-02-22,Dexter Condez,Male,26,Indigenous peoples,Sector could not be confirmed*,Unspecified,Asia,Philippines,608,,1
rec6D566aV8a3dCnH,2012-06-15,Arnaldo Ruíz,Male,,Small-scale farmer,Sector could not be confirmed*,Police,Americas,Paraguay,600,,1
rec6JtmWB8mOvc4C3,2014-01-17,Maria do Carmo Moura Ferreira Araújo,Female,27,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
rec6N0OF7mGiDxR6v,2012-11-30,Joais da Silva Rocha,Male,25,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
rec6OIifqdmA9rs3V,2017-09-19,Flávio Gabriel Pacífico dos Santos,Male,36,Afrodescendant,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Bahia,1
rec607NC78cyEqIgP,2017-03-27,Cora Molave Lina,Female,45,Small-scale farmer,Sector could not be confirmed*,Armed forces,Asia,Philippines,608,Mindanao,1
rec767P2IivW3jNDe,2015-07-02,Saw Johnny,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Asia,Myanmar,104,Hpa-an,1
rec7GusPhBve5LYj4,2016-01-17,Alibando Tingkas,Male,15,Indigenous peoples,Sector could not be confirmed*,Private military actors,Asia,Philippines,608,"Davao, Mindanao",1
rec7TS3acnK0NaLTx,2017-05-04,Kátia Martins,Female,43,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Pará,1
rec7Z1QYuUQxkbRJb,2017-11-25,Mario Jacanamijoy,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,Caquetá,1
rec8xKT1iJ9LzKvmy,2017-11-28,Eleuterio Moises,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Asia,Philippines,608,Negros Oriental,1
rec87Iv7OqFKtN5IH,2012-06-15,Delfín Duarte,Male,,Small-scale farmer,Sector could not be confirmed*,Police,Americas,Paraguay,600,,1
rec8idjHX3dhCU2tH,2014-09-12,Ernelio Pacheco Tunay,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,,1
rec8jnSJKJnYWmycV,2017-05-03,Federico “Pande” Plaza,Male,,Indigenous peoples,Sector could not be confirmed*,Armed forces,Asia,Philippines,608,Mindanao,1
rec8mZYSnhPMe0w3A,2014-10-16,Antonia Maribel Almada,Female,19,Journalist,Sector could not be confirmed*,Organised crime / mafias,Americas,Paraguay,600,,1
rec8Q2yHlFCae45Uc,2014-05-12,Wilson Hernando Guanga Nastacuas,Male,28,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,,1
rec9v3sF8GIBL8WhC,2013-03-11,Gerónimo Sol Ajcot,Male,68,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Guatemala,320,,1
rec94fogSu2KlL0c7,2017-09-13,Jorge Matias da Silva,Male,26,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Pará,1
rec9QQQQAuhhe8VEC,2016-07-19,José Lisboa,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Maranhão,1
rec9Ui2sv0Va8gnIm,2016-11-27,Feliciano Benlis Peralta,Male,11,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Caribe Norte,1
recaE7EXwpd7wrABG,2013-09-28,Rosivaldo Mesquita Sousa,Male,30,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recaGvuHXAKlWleXx,2012-07-26,Israel García Pérez,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recaT9E3xg0U6Ty8q,2017-11-29,Felipe Pérez Gamboa,Male,24,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,North Caribbean Coast Autonomous Region,1
recbsIk82JpM4ofnN,2014-02-05,Luis Alberto Restrepo Vallejo,Male,43,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,,1
recbtBydDdXkx1tlc,2014-05-04,Orlando Orellana,Male,75,,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,,1
recbyNpH3I2vmYuSX,2018-05-13,Mateo Chaman Paau,Male,31,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Guatemala,320,Alta Verapaz,1
recby8pNUtH4gWyg6,2016-08-18,Gerardo Chale Allen,Male,,Indigenous peoples,Sector could not be confirmed*,Landowners,Americas,Nicaragua,558,Región Autónoma de la Costa Caribe Norte,1
recb9s5jwiPqfK093,2012-03-12,Marvin Jose Andrade,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recbcVrNqvy11Aqq2,2012-11-03,Reinaldo Rivera Paz,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recbo24TJX8vqrZs1,2016-11-27,Bernicia Dixon Peralta,Female,42,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Caribe Norte,1
recbqo3NSdUbvHQm3,2012-05-15,"José Barbosa da Silva, ""Zé Albino""",Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,,1
recbCP2FcWcYCutSi,2012-11-03,Orlando Campos,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recbVUUjZJONRQNUl,2014-07-27,Try Chamroeun,Female,19,Small-scale farmer,Sector could not be confirmed*,Armed forces,Asia,Cambodia,116,,1
recbZAY61IEe8fbP4,2012-05-16,Juan José Peralta Escoto,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recc61EysGfWNZzbh,2018-06-01,Ramón Choc Sacrab,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Guatemala,320,Alta Verapaz,1
recc8jy0xFk6PMG6m,2016-07-15,Hermie Alegre,Male,28,Indigenous peoples,Sector could not be confirmed*,Private military actors,Asia,Philippines,608,"Davao, Mindanao",1
reccLVUMQ5G6Fb8Db,2012-04-10,Arnoldo Trochez,Male,,,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,,1
recd8dSBBdv0U0qQH,2012-06-15,Avelino Espínola,Male,,Small-scale farmer,Sector could not be confirmed*,Police,Americas,Paraguay,600,,1
